acceptance_id,requirement_ids,invariant_id,rule_id,test_id,priority,status,evidence_status,evidence_spec_id,action,expected_description
ACC-R3-1525,USR-SCN-022,,BR-RUNNER-0059,CT-R3-1525,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1525,更新连接/健康/资源投影,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“更新连接/健康/资源投影”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1526,USR-SCN-022,,BR-RUNNER-0060,CT-R3-1526,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1526,调度器读取平台投影,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“调度器读取平台投影”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1527,USR-SCN-022,,BR-RUNNER-0061,CT-R3-1527,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1527,记录关键人工状态变更审计,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“记录关键人工状态变更审计”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1528,USR-SCN-022,,BR-RUNNER-0062,CT-R3-1528,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1528,Runner按心跳周期上报,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""仅接受已注册Runner服务身份上报；校验注册有效性、消息序列、防陈旧令牌和可选项目绑定一致性，不执行人类菜单鉴权。"", ""failure_description"": ""返回无权限或超范围结果，业务副作用为零。""}"
ACC-R3-1529,USR-SCN-022,,BR-RUNNER-0063,CT-R3-1529,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1529,Runner按心跳周期上报,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“Runner心跳与状态更新”中，前置条件必须满足：Runner已注册并认证。"", ""failure_description"": ""前置条件不满足时拒绝进入主流程且业务副作用为零。""}"
ACC-R3-1530,USR-SCN-022,,BR-RUNNER-0064,CT-R3-1530,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1530,恢复心跳后重新诊断；终态任务不因Runner重连回退,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""恢复心跳后重新诊断；终态任务不因Runner重连回退"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1531,USR-SCN-022,,BR-RUNNER-0065,CT-R3-1531,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1531,Runner按心跳周期上报,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""连接: ONLINE↔OFFLINE"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1532,USR-SCN-022,,BR-RUNNER-0066,CT-R3-1532,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1532,Runner按心跳周期上报,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""健康、启停、资源、调度和绑定状态独立变化"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1533,USR-SCN-022,,BR-RUNNER-0067,CT-R3-1533,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1533,Runner按心跳周期上报,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""不同状态维度不混用，调度只使用有效健康与能力投影"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1534,USR-SCN-022,,BR-RUNNER-0068,CT-R3-1534,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1534,先执行场景门禁，再进入首个业务副作用。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""当“Runner按心跳周期上报”发生时，SYS-RUNNER-AGENT可以发起“Runner心跳与状态更新”；发起后必须先完成本场景前置、权限、范围、资源和并发门禁。"", ""failure_description"": ""门禁不通过时不得产生业务副作用。""}"
ACC-R3-1535,USR-SCN-023,,BR-RUNNER-0069,CT-R3-1535,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1535,可恢复任务创建新attempt；不可恢复任务进入终态并提示人工处理,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“可恢复任务创建新attempt；不可恢复任务进入终态并提示人工处理”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1536,USR-SCN-023,,BR-RUNNER-0070,CT-R3-1536,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1536,记录“Runner异常下线和恢复”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""记录“Runner异常下线和恢复”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1537,USR-SCN-023,,BR-RUNNER-0071,CT-R3-1537,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1537,受理命令和初始状态在本地原子提交；异步步骤失败不得宣称全局回滚，必须进入明确失败/等待状态并创建恢复或补偿命令。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""受理命令和初始状态在本地原子提交；异步步骤失败不得宣称全局回滚，必须进入明确失败/等待状态并创建恢复或补偿命令。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1538,USR-SCN-023,,BR-RUNNER-0072,CT-R3-1538,P5,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1538,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“Runner异常下线和恢复”中，并发校验必须满足：防陈旧令牌、租约owner和attempt编号隔离。"", ""failure_description"": ""并发门禁不通过时按规则等待、拒绝或返回既有幂等结果。""}"
ACC-R3-1539,USR-SCN-023,,BR-RUNNER-0073,CT-R3-1539,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1539,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""“Runner异常下线和恢复”的读取、写入和历史查询仅作用于明确授权项目及active_scope/history_read_scope；敏感数据另行校验独立权限。"", ""failure_description"": ""超出数据范围时拒绝操作并记录审计。""}"
ACC-R3-1540,USR-SCN-023,,BR-RUNNER-0074,CT-R3-1540,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1540,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""旧Runner重连不得复活旧attempt或覆盖新attempt结果"", ""failure_description"": ""旧Runner重连不得复活旧attempt或覆盖新attempt结果""}"
ACC-R3-1541,USR-SCN-023,,BR-RUNNER-0075,CT-R3-1541,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1541,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“Runner异常下线和恢复”中，失败判定必须满足：事务/补偿策略：ASYNC_ORCHESTRATION。。"", ""failure_description"": ""事务/补偿策略：ASYNC_ORCHESTRATION。""}"
ACC-R3-1542,USR-SCN-023,,BR-RUNNER-0076,CT-R3-1542,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1542,标记Runner连接异常,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“标记Runner连接异常”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1543,USR-SCN-023,,BR-RUNNER-0077,CT-R3-1543,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1543,冻结旧fencing并停止接受旧结果,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“冻结旧fencing并停止接受旧结果”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1544,USR-SCN-023,,BR-RUNNER-0078,CT-R3-1544,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1544,将当前attempt最终化为相应异常结果,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“将当前attempt最终化为相应异常结果”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1545,USR-SCN-023,,BR-RUNNER-0079,CT-R3-1545,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1545,释放或等待租约到期,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“释放或等待租约到期”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1546,USR-SCN-023,,BR-RUNNER-0080,CT-R3-1546,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1546,按任务规则创建新attempt或人工介入,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“按任务规则创建新attempt或人工介入”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1547,USR-SCN-023,,BR-RUNNER-0081,CT-R3-1547,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1547,保留已上传证据,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“保留已上传证据”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1548,USR-SCN-023,,BR-RUNNER-0082,CT-R3-1548,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1548,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""SYS-SCHEDULER发起“Runner异常下线和恢复”前必须具备对应菜单、操作或服务授权；系统主体只按自身服务身份执行；越权时拒绝且不产生业务写入。"", ""failure_description"": ""返回无权限或超范围结果，业务副作用为零。""}"
ACC-R3-1549,USR-SCN-023,,BR-RUNNER-0083,CT-R3-1549,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1549,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“Runner异常下线和恢复”中，前置条件必须满足：存在运行中attempt或活动资源租约。"", ""failure_description"": ""前置条件不满足时拒绝进入主流程且业务副作用为零。""}"
ACC-R3-1550,USR-SCN-023,,BR-RUNNER-0084,CT-R3-1550,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1550,密封已产生证据，按幂等恢复命令继续或补偿；旧执行记录保持不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""密封已产生证据，按幂等恢复命令继续或补偿；旧执行记录保持不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1551,USR-SCN-023,,BR-RUNNER-0085,CT-R3-1551,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1551,Runner恢复后重新健康诊断；任务按新attempt恢复,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""Runner恢复后重新健康诊断；任务按新attempt恢复"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1552,USR-SCN-023,,BR-RUNNER-0086,CT-R3-1552,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1552,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""Runner: ONLINE→OFFLINE→ONLINE"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1553,USR-SCN-023,,BR-RUNNER-0087,CT-R3-1553,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1553,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""旧attempt: RUNNING→INTERRUPTED/FAILED；新attempt另建"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1554,USR-SCN-023,,BR-RUNNER-0088,CT-R3-1554,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1554,心跳超时、执行连接断开或租约续期失败,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""无锁泄漏、无旧结果覆盖、执行证据可追溯"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1555,USR-SCN-023,,BR-RUNNER-0089,CT-R3-1555,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1555,先执行场景门禁，再进入首个业务副作用。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""当“心跳超时、执行连接断开或租约续期失败”发生时，SYS-SCHEDULER可以发起“Runner异常下线和恢复”；发起后必须先完成本场景前置、权限、范围、资源和并发门禁。"", ""failure_description"": ""门禁不通过时不得产生业务副作用。""}"
ACC-R3-1556,USR-SCN-072,,BR-TOOL-0001,CT-R3-1556,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1556,无法自动切换时进入明确降级或等待恢复状态，并通知获授权人员,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“无法自动切换时进入明确降级或等待恢复状态，并通知获授权人员”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1557,USR-SCN-072|USR-SCN-086,,BR-TOOL-0002,CT-R3-1557,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1557,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""产生并关联业务审计记录"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1558,USR-SCN-072,,BR-TOOL-0003,CT-R3-1558,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1558,记录“工具或组件异常”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""记录“工具或组件异常”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1559,USR-SCN-072|USR-SCN-086,,BR-TOOL-0004,CT-R3-1559,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1559,受理意图和平台状态在本地原子提交；已发生的Runner、模型、被测系统或组件副作用不得宣称全局回滚，失败时密封证据并执行受控补偿/恢复。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""受理意图和平台状态在本地原子提交；已发生的Runner、模型、被测系统或组件副作用不得宣称全局回滚，失败时密封证据并执行受控补偿/恢复。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1560,USR-SCN-072,,BR-TOOL-0005,CT-R3-1560,P5,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1560,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""技术流、Webhook和恢复命令幂等；连续序列与多密钥校验"", ""failure_description"": ""并发门禁不通过时按规则等待、拒绝或返回既有幂等结果。""}"
ACC-R3-1561,USR-SCN-072,,BR-TOOL-0006,CT-R3-1561,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1561,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""平台技术对象按平台技术范围处理；项目业务信息只投影到实际受影响的明确项目/任务范围。不得因组件异常默认取得全部项目业务数据。"", ""failure_description"": ""超出数据范围时拒绝操作并记录审计。""}"
ACC-R3-1562,USR-SCN-072,,BR-TOOL-0007,CT-R3-1562,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1562,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""告警来源不受信、影响范围无法确定、替代组件不可用或恢复验证失败时拒绝扩大处置范围并保留证据"", ""failure_description"": ""告警来源不受信、影响范围无法确定、替代组件不可用或恢复验证失败时拒绝扩大处置范围并保留证据""}"
ACC-R3-1563,USR-SCN-072|USR-SCN-086,,BR-TOOL-0008,CT-R3-1563,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1563,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任一前置、权限、数据范围、并发或明确资源条件不满足，或未进入声明状态、产生越权/重复副作用、证据未密封、审计缺失时失败。"", ""failure_description"": ""任一前置、权限、数据范围、并发或明确资源条件不满足，或未进入声明状态、产生越权/重复副作用、证据未密封、审计缺失时失败。""}"
ACC-R3-1564,USR-SCN-072,,BR-TOOL-0009,CT-R3-1564,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1564,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“工具或组件异常”中，失败判定必须满足：事务/补偿策略：EXTERNAL_SIDE_EFFECT。。"", ""failure_description"": ""事务/补偿策略：EXTERNAL_SIDE_EFFECT。""}"
ACC-R3-1565,USR-SCN-072,,BR-TOOL-0010,CT-R3-1565,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1565,接收组件健康、运行异常或受信技术告警事件,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“接收组件健康、运行异常或受信技术告警事件”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1566,USR-SCN-072,,BR-TOOL-0011,CT-R3-1566,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1566,识别受影响平台技术对象、项目和任务，并读取已发布适配器配置,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“识别受影响平台技术对象、项目和任务，并读取已发布适配器配置”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1567,USR-SCN-072,,BR-TOOL-0012,CT-R3-1567,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1567,生成平台技术告警和受影响范围投影,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“生成平台技术告警和受影响范围投影”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1568,USR-SCN-072,,BR-TOOL-0013,CT-R3-1568,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1568,按已发布确定性适配器顺序切换、降级或隔离,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“按已发布确定性适配器顺序切换、降级或隔离”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1569,USR-SCN-072,,BR-TOOL-0014,CT-R3-1569,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1569,必要时创建恢复命令和新的技术流程执行记录,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“必要时创建恢复命令和新的技术流程执行记录”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1570,USR-SCN-072,,BR-TOOL-0015,CT-R3-1570,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1570,验证恢复结果并保持平台业务状态Owner不变,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“验证恢复结果并保持平台业务状态Owner不变”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1571,USR-SCN-072,,BR-TOOL-0016,CT-R3-1571,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1571,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""人工处置必须具备TOOL_INTEGRATION_INCIDENT_MANAGE；系统自动处置仅按受信系统身份和已发布策略执行。TECHNICAL_ALERT_ENDPOINT_MANAGE不在异常场景中隐式授予配置发布权。"", ""failure_description"": ""返回无权限或超范围结果，业务副作用为零。""}"
ACC-R3-1572,USR-SCN-072,,BR-TOOL-0017,CT-R3-1572,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1572,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""组件配置和适配器版本已由独立配置/发布流程生效"", ""failure_description"": ""前置条件不满足时拒绝进入主流程且业务副作用为零。""}"
ACC-R3-1573,USR-SCN-072,,BR-TOOL-0018,CT-R3-1573,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1573,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“工具或组件异常”中，前置条件必须满足：告警来源或健康检查结果可验证。"", ""failure_description"": ""前置条件不满足时拒绝进入主流程且业务副作用为零。""}"
ACC-R3-1574,USR-SCN-072,,BR-TOOL-0019,CT-R3-1574,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1574,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“工具或组件异常”中，前置条件必须满足：平台告警与审计服务可用。"", ""failure_description"": ""前置条件不满足时拒绝进入主流程且业务副作用为零。""}"
ACC-R3-1575,USR-SCN-072|USR-SCN-086,,BR-TOOL-0020,CT-R3-1575,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1575,保留外部副作用与失败原因，创建新的补偿、恢复或重试记录；不得改写旧执行记录。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""保留外部副作用与失败原因，创建新的补偿、恢复或重试记录；不得改写旧执行记录。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1576,USR-SCN-072,,BR-TOOL-0021,CT-R3-1576,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1576,按恢复命令创建新run或切换已验收适配器,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""按恢复命令创建新run或切换已验收适配器"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1577,USR-SCN-072|USR-SCN-086,,BR-TOOL-0022,CT-R3-1577,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1577,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""平台存储/审计：REQUIRED；predicate=TRUE; 平台存储/审计不可用时不得执行对应业务副作用；进入明确的PRESTART_BLOCKED、WAITING_RESOURCE或场景失败结果，并记录资源原因。"", ""failure_description"": ""资源条件不满足时不得执行对应业务副作用；进入明确等待、阻断或失败结果。""}"
ACC-R3-1578,USR-SCN-072,,BR-TOOL-0023,CT-R3-1578,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1578,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""技术流按独立状态机滚动换代；业务任务状态不由工具覆盖"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1579,USR-SCN-072,,BR-TOOL-0024,CT-R3-1579,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1579,组件健康检查、运行异常或受信技术告警触发,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""组件异常被识别、受影响范围明确、处置/降级和恢复结果可追溯，平台业务状态Owner未转移给工具。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1580,USR-SCN-072,,BR-TOOL-0025,CT-R3-1580,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1580,先执行场景门禁，再进入首个业务副作用。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""当“组件健康检查、运行异常或受信技术告警触发”发生时，ROLE-PLATFORM-ADMIN可以发起“工具或组件异常”；发起后必须先完成本场景前置、权限、范围、资源和并发门禁。"", ""failure_description"": ""门禁不通过时不得产生业务副作用。""}"
ACC-R3-1581,USR-SCN-086,,BR-TOOL-0026,CT-R3-1581,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1581,重复事件返回既有幂等结果,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“重复事件返回既有幂等结果”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1582,USR-SCN-086,,BR-TOOL-0027,CT-R3-1582,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1582,允许的乱序事件进入受控等待或拒绝,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“允许的乱序事件进入受控等待或拒绝”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1583,USR-SCN-086,,BR-TOOL-0028,CT-R3-1583,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1583,已发布Webhook Endpoint收到签名请求,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""产生并关联入站技术日志"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1584,USR-SCN-086,,BR-TOOL-0029,CT-R3-1584,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1584,记录“技术告警Webhook接入”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""记录“技术告警Webhook接入”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-1585,USR-SCN-086,,BR-TOOL-0030,CT-R3-1585,P5,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-1585,已发布Webhook Endpoint收到签名请求,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“技术告警Webhook接入”中，并发校验必须满足：event_identity幂等；sequence CAS；批次终态不可回退。"", ""failure_description"": ""并发门禁不通过时按规则等待、拒绝或返回既有幂等结果。""}"
